cramps,12269.5,57637.3,-2200,37,223,2822
falling,8513.96,26319.7,-2320,30,156,1364
falling,9332.9,26774,-2360,31,156,1364
standing,14511.3,170352,-8728,40,339,7341
sitting,6819.83,5250.37,-1460,8,79,292
falling,8802.65,27497.3,-1910,45,156,1364
standing,8626.26,21900,-3695,17,147,1018
falling,13262.2,46178,-5749.48,48,273,2061
falling,12625.4,79552.2,-4770,37,272,3539
falling,11889.8,114530,-4270,43,235,4905
falling,8071.87,14318.6,-1963.13,91,120,809
standing,18327.5,175790,-12389,45,430,6635
falling,13718.2,143417,-6182.51,179,308,6057
falling,6795.8,12570.1,-1849.35,12,105,765
cramps,10138.3,26292.9,-3235.61,24,174,1415
sitting,7516.98,9270.66,-3089.5,20,138,554
cramps,7588.46,4175.55,-1600,29,86,205
cramps,5347.14,4136.87,-2420,12,79,292
standing,13372,190854,-8983,252,350,7945
walking,11956.1,74055.4,-2910,26,249,3630
falling,12895.3,60001.1,-5590,26,247,2754
sitting,5600.53,7611.03,-1890.14,75,104,457
cramps,10132.6,32119,-3410.33,76,176,1922
standing,8184.05,8281,-4037,16,137,399
sitting,11167.7,112064,-3070,54,235,4905
falling,10900,37792.9,-3090,41,196,1997
sitting,8374.31,9399.96,-2667.47,98,130,490
running,7880.02,8991.08,-1420,21,102,516
standing,12895,59376,-6706,42,281,2541
standing,12710,88837,-6240,52,302,3891
cramps,26071.4,255509,-7480,94,537,8350
standing,12925.8,81599,-6817,62,265,3292
falling,11197,79880.6,-5720,37,272,3539
sitting,6663.65,4945.65,-2053.07,28,107,346
standing,21183.2,324568,-13759,323,482,10983
sitting,3820.78,1454.91,-1014.97,42,52,133
cramps,8445.43,11069.7,-3180.11,36,156,654
cramps,7995.06,9015.01,-2858.76,27,138,554
standing,4534.61,3397.19,-1070.32,43,60,243
falling,4268.21,2013.37,-1076.53,5,63,166
standing,6850.9,4364,-2641,19,111,272
sitting,11604.3,34115.6,-3720,51,234,1581
falling,23904.3,276650,-9670,105,537,8350
standing,7799.87,16190,-2635,22,137,810
sitting,6327.04,5299.65,-2070,7,79,292
cramps,13670.9,77654.4,-5432.38,32,262,3211
standing,12756,68486,-4464,38,264,2681
standing,10707.6,20770,-2326,21,110,655
falling,12827.8,83655.8,-2990,30,220,3450
sitting,11797.7,34617.4,-2860,22,234,1581
falling,13869.1,66809.9,-3810,49,224,2192
cramps,13667.8,80111.3,-5450,45,272,3539
standing,14366.1,173121,-6332,86,320,6522
walking,8986.39,17200.1,-4252.16,35,183,931
cramps,10036.3,51996.9,-2640,37,188,2599
sitting,8231.33,9469.98,-2806.49,97,130,490
standing,22876.7,414869,-12806,95,509,13313
cramps,6763.03,7251.57,-2400,158,109,486
sitting,7167.38,5621.85,-1840,16,79,292
standing,13385.7,158829,-6132,65,306,7090
cramps,5410.99,4273.35,-1750,21,85,343
standing,12833.3,146095,-5999,61,317,6400
falling,8902.07,24049.4,-2939.3,24,154,1252
standing,10832.4,47380,-5304,60,201,2316
sitting,3926.41,2174.68,-1130.91,20,54,165
standing,4883.25,3228,-1698,11,72,226
running,8628.43,29360.4,-1997.39,35,132,1513
standing,4087.59,2310.6,-1042.97,22,54,165
running,11423.5,39269,-3990.33,110,205,1751
sitting,20644,173815,-5490,101,449,5537
sitting,3954.47,1444.89,-1003.39,42,52,133
standing,11409,33376,-3886,24,168,1211
falling,8678.42,25827.7,-2420,28,156,1364
standing,12856,95849,-6398,44,259,4146
sitting,3838.69,1444.28,-1005.58,42,52,133
falling,9585.89,26095.7,-3396.21,27,174,1415
sitting,3959.56,1472.27,-946.372,42,52,133
cramps,5208.86,3135.02,-1179.71,37,67,224
standing,14581.8,112831,-8850,60,338,4723
standing,13324.1,137340,-5968.22,176,279,5626
falling,10725.9,37881.7,-4077.25,112,205,1751
sitting,5465.85,4221.11,-1493.68,122,88,318
running,9944.07,36296.1,-3820,43,196,1997
standing,11366.8,55567,-6302,122,237,2679
cramps,6164.25,7671.4,-2200,18,102,516
cramps,14388.7,67810.7,-3400,58,224,2192
running,23304.3,278144,-9721.79,71,468,9276
sitting,6856.01,5413.24,-2170,8,79,292
sitting,16317.7,137623,-9070,83,449,5537
falling,10556.3,49268.8,-5010,26,216,2677
sitting,13693.2,45616.8,-2480,42,234,1581
cramps,21684.6,514203,-12439.8,133,540,18067
falling,9005.99,12426.5,-2672.12,93,136,619
standing,8060.63,29645.5,-3969.08,42,179,1626
cramps,17060.9,190062,-6680,53,390,7459
cramps,9269.4,26717.1,-3419.42,45,174,1415
standing,7227.66,13730,-2369,28,120,813
standing,7056.68,11808,-4137,27,115,803
running,12650.3,46367,-5934.87,63,273,2061
falling,9388.22,27247.8,-2924,94,158,1403
standing,15584.2,246354,-6758,64,360,8725
sitting,6410,5179.39,-2380,57,79,292
falling,8588.78,26821.5,-2540,33,156,1364
standing,15496.8,128042,-8414,251,325,5739
standing,16746.5,59076,-11599,90,354,2330
standing,8355.73,21771,-3423,73,156,1211
cramps,7477.83,4889.23,-1960,19,86,205
cramps,11109.5,43303.4,-3370,20,196,1885
running,9516.41,37831,-3576.71,52,180,2054
cramps,4456.48,3060.4,-1245.17,31,71,249
running,9903.3,36390.2,-4830,35,196,1997
cramps,22571.5,516371,-10921.9,113,540,18067
standing,9063.3,23613,-3635,24,158,1258
falling,5221.12,3526.35,-789.216,49,51,132
falling,13138.9,89889.3,-5580,62,254,3885
standing,16658.2,137142,-8453,83,375,5426
standing,11214.7,81200,-7183,140,253,3970
sitting,12404.3,73728.5,-3780,29,249,3630
sitting,24545.8,471687,-13800,35,483,15505
walking,2478.68,51.0363,-559,6,33,5
cramps,8718.89,11511.4,-3327.88,42,156,654
falling,10631.9,27523.1,-4207.29,38,214,1469
sitting,13019.7,114306,-3180,39,235,4905
sitting,9121.26,10166.8,-2290,33,154,587
standing,5925.06,7643,-3609,11,108,487
falling,13540.8,51676.6,-2870,44,234,2464
cramps,19548.5,161497,-8910,88,388,6290
sitting,4585.12,4104.16,-1370,15,79,317
falling,10102.4,49292.3,-5120,42,216,2677
sitting,13560.7,139655,-5720,31,315,5844
cramps,25436.6,281385,-11500,83,540,8870
running,10435.6,28705.8,-3804.91,73,214,1469
cramps,7639.75,15775.9,-2729.66,74,134,970
sitting,12830.7,115169,-2980,43,235,4905
sitting,10364.4,59120.7,-4535.66,98,217,2904
standing,11223.7,91969,-4929,41,230,4241
running,20184.2,183128,-4240,78,403,6746
standing,6772.75,7659,-4207,12,109,484
cramps,8704.7,11131.3,-3080.58,37,156,654
sitting,5536.04,4149.42,-1548.34,123,88,318
cramps,4990.86,3275.41,-1162.53,29,71,249
standing,11796.1,53810,-3978,34,235,2460
walking,3974.61,2203.07,-1147.9,22,54,165
standing,12402.8,75233,-6065,76,248,3538
cramps,9293.86,13624.8,-2839.02,16,148,729
falling,4359.93,2059.16,-1060.72,7,63,166
sitting,6123.31,4963.28,4910,29,85,343
cramps,16071.1,192851,-9540,53,390,7459
falling,13097.7,79842.1,-7020,42,272,3539
cramps,5189.83,4370.62,-1490,20,85,343
falling,11254.4,43140.8,-2140,68,223,2059
sitting,10084,10370.1,-1890,39,154,587
sitting,8130.62,11988.4,-2560.04,83,128,693
running,5559.51,10634.7,-2005.96,33,102,764
standing,8627.92,9540,-2159,44,134,487
falling,18349.8,161641,-11500,87,388,6290
cramps,18448.4,202825,-8580,51,390,7459
standing,13224.3,82194,-9924,102,330,3715
running,14395.8,79281.5,-7271.55,66,320,3466
sitting,16106.6,137559,-9240,83,449,5537
standing,12905.3,66038,-8059,60,286,2901
falling,6865.16,9301.76,-3209.6,22,138,554
standing,7751.4,9454,-1967,14,141,584
walking,5756.71,4789.96,-1320,20,85,343
walking,9154.7,16925.5,-4320.51,37,183,931
walking,12181.7,73788.1,-4410,21,249,3630
cramps,10320,35123.2,-4472.45,125,208,1691
standing,9972.31,22175,-4675,33,184,1210
standing,18112.1,219938,-11279,80,380,7226
standing,8162.41,10459,-3456,12,114,549
cramps,10362.8,30853.9,-3004.41,99,171,1747
standing,9747.68,32137,-5479,44,165,1690
running,6380.73,7437.4,-2150,158,109,486
falling,7058.34,9603.81,-2517.39,19,123,621
running,4907.6,3015.32,-1230.76,42,67,224
cramps,13138.2,52427.9,-6124.04,56,288,2334
falling,9552.34,16681,-3841,88,172,973
cramps,11995.1,87520.3,-2280,18,220,3450
cramps,8132.28,9525.59,-2889.77,19,138,554
running,14103.9,102425,-5685.63,150,281,4061
standing,5304.7,4505,-1884,15,97,322
falling,13806.9,141333,-4710,49,315,5844
falling,13720.3,141887,-5280,41,315,5844
standing,16725.1,197745,-10893,318,388,7460
sitting,4007.73,1456.39,-961.918,42,52,133
cramps,5586.67,1782.69,-1427.63,15,76,147
cramps,10943.3,27206,-584,34,166,1111
falling,5079.37,3067.15,-1182.62,38,67,224
falling,5345.81,4452.99,-1100,20,88,292
cramps,9566.74,27102.4,-1380,22,166,1414
cramps,5682.13,4117.44,-1479.35,124,88,318
standing,12736.7,75832,-5688,32,242,3060
cramps,10370.6,57372.2,-3780,48,223,2822
falling,21884.5,410997,-8370,62,473,14125
cramps,20444,192110,-4560,90,403,6746
falling,15702.8,115053,-4570,70,271,4426
standing,7827.7,7481,-2187,7,97,400
cramps,5143.99,4398.6,-1660,13,79,292
walking,2406.77,50.8227,-667,8,33,5
falling,7860.77,9229.4,-3097.47,18,138,554
running,7756.73,4711.47,-2762.2,27,131,271
falling,9259.58,27517,-3280,27,194,1521
falling,14685.7,52757.5,-2660,38,234,2464
standing,12770.9,74941,-6169,26,230,3288
sitting,8306.72,12053.4,-2598.95,89,128,693
walking,3853.74,2149.74,-1167.6,22,54,165
sitting,4009.37,1446.68,-961.242,42,52,133
falling,12857.6,52380.4,-5090,16,215,2188
sitting,3987.88,2192.73,-1148.48,20,54,165
falling,9406.46,22695.2,-2250,11,166,1111
sitting,7434.75,5689.3,-1260,16,79,292
falling,12939,74465.9,-4230,26,249,3630
standing,4554.31,921,-670,7,53,72
running,7852.53,7042.29,-2016.04,36,108,428
sitting,12685.2,74685.3,-3380,25,249,3630
sitting,5978.39,7675.44,-1735.06,72,104,457
standing,6790.71,4089.3,-2574.81,73,101,249
walking,2475.05,52.7779,-596,8,33,5
falling,7472.41,14097.5,-2358.41,96,120,809
cramps,10427.8,49118.6,-4490,26,216,2677
cramps,6477.57,7392.17,-1457.71,36,93,545
sitting,19954.4,243924,-11900,98,537,8350
walking,10303.7,67843.8,-5537.81,143,247,3373
falling,13364.7,90465.4,-4010,44,254,3885
standing,10984,43581,-6839,191,230,2061
running,14337.6,108191,-7580,55,322,4619
sitting,6378.62,13390.1,-1612.26,16,96,804
sitting,8120.38,26166.5,-3110,32,156,1364
standing,14718.2,134636,-8450,44,311,4925
sitting,10095.3,10451.8,-1490,32,154,587
standing,9762.95,64812,-5319,33,220,3203
falling,13282,75698.3,-3490,35,249,3630
standing,4652.18,1101,-528,14,67,74
standing,13245.3,89249,-7661,51,267,3889
standing,19058.8,186884,-11048,92,439,6521
falling,5854.15,7370.16,-1666.65,54,93,545
standing,11353.1,80131,-8135,166,279,3798
sitting,5864.46,7671.02,-1833.55,76,104,457
running,5760.12,11109.3,-1866.49,41,105,765
cramps,14477.5,96071,-5727.76,51,294,4249
cramps,4483.99,2583.83,-1197.91,38,67,224
falling,16206.8,115998,-4810,63,271,4426
cramps,10946.8,86138.8,-3400,33,220,3450
running,8944.21,29057.2,-3368.25,35,179,1626
running,5259.65,4773.61,-1249.39,17,72,340
standing,14504.1,104172,-1876,50,339,4439
running,9361.69,12592.1,-2543.56,75,136,619
standing,11202.1,35439,-5864,41,270,1643
cramps,9603.46,27772.1,-2922.91,100,158,1403
running,8700.82,17284,-2718.01,77,142,844
falling,8414.71,17111,-2896.77,83,142,844
sitting,5040.31,3804.6,-1150,13,79,317
cramps,12731.4,55797.2,-3500,64,224,2192
cramps,9238.75,20452,-3458.78,89,163,1162
standing,7929.02,8877,-3570,14,129,521
standing,5598.91,1102,-826,24,66,63
cramps,6259.88,6646.73,-2710,21,119,395
falling,7801.68,13927,-2130.12,43,120,809
sitting,13597.5,41770.7,-2850,50,234,1581
sitting,4044.93,2195.63,-971.394,20,54,165
standing,17549.8,190154,-9967,322,374,6633
falling,9240.35,10029.9,-1380,29,154,587
falling,11409.4,50480.1,-5440,24,216,2677
standing,11100.4,76049,-7498,46,244,3706
standing,6145.48,9138,-2117,7,105,581
sitting,12171.1,74748.9,-4380,27,249,3630
falling,13218.6,51446.8,-2770,44,234,2464
falling,11898,46156.3,-4970,21,215,2188
sitting,4548.93,2819.88,-1394.68,52,67,224
standing,11002.8,70251,-6125,110,223,3209
standing,7334.17,6997,-3343,15,121,397
falling,20675.4,244859,-12900,82,540,8870
standing,9868.87,35005,-3824,32,204,1934
cramps,10073.2,27186.4,-2816.2,77,158,1403
running,10641.6,38424.7,-3866.32,110,205,1751
standing,9625.67,29224,-3403,24,170,1467
standing,15715.5,168482,-7908,59,390,6294
standing,9309.07,72643,-4931,36,216,3454
standing,7143.43,17970,-3996,2,110,806
standing,6661.86,5361,-2139,5,82,244
sitting,5936.43,7666.13,-1818.38,74,104,457
running,11007.7,58003.8,-3730,34,223,2822
standing,13865,70582,-5621,45,270,3130
standing,10648.7,53396,-5518,43,210,2383
sitting,5892.81,4915.01,16900,29,85,343
standing,15098.8,66975,-4212,40,229,2603
sitting,6310.09,5432.27,-2380,16,79,292
cramps,15649.6,141759,-3510,63,315,5844
falling,4674.13,3944.51,-1210,13,79,317
cramps,5356.78,2237.33,-1627.29,18,82,185
standing,11168.3,64955,-6410,156,222,3290
running,7813.38,9183.57,-1000,24,102,516
standing,12202.2,41137,-6143,36,216,1754
sitting,13812.6,139512,-4850,47,315,5844
falling,8122.78,5330.75,-1360,29,86,205
falling,12953.8,60657.5,-5130,24,247,2754
cramps,8872.56,28649.6,-3410.33,36,179,1626
standing,11597.3,39536,-5602,60,229,2127
standing,13401.8,61361,-8372,147,314,2836
standing,6366.8,2459,-1312,8,68,130
falling,9388.91,25747.5,-3358.44,33,174,1415
running,14291.1,65271.8,-2140,61,223,2822
cramps,9615.02,25822.5,-3391.89,25,174,1415
standing,10254.9,39993,-5223,32,192,1865
running,9679.76,29836,-3194.26,106,171,1747
standing,9527.61,25180,-2843,29,186,1414
falling,11133,26813.1,-4137.09,41,214,1469
falling,16066.4,115345,-3890,51,271,4426
standing,8008.15,12458,-3366,24,169,695
falling,13244.2,90867.7,-4580,41,254,3885
cramps,13690.2,52665.7,-6117.45,48,288,2334
falling,12682.8,74450.8,-4240,26,249,3630
falling,2654.25,50.1395,-560,6,33,5
running,4741.31,2407.48,-842.001,44,51,132
cramps,8906.23,20582.5,-3497.77,92,163,1162
standing,12462.7,109412,-5505,21,284,4617
cramps,6626.46,10442.1,-3180,16,109,689
falling,7424.17,5241.91,-2380,23,86,205
cramps,8951.77,11323.5,-3143.73,52,156,654
sitting,11376.6,32234.5,409,40,234,1581
walking,2586.38,47.7134,-336,6,33,5
sitting,4179.65,2190.45,-919.427,20,54,165
sitting,7818.65,9476.29,-2975.24,96,130,490
running,14388,95056.9,-5910.85,58,294,4249
standing,19923.7,301046,-8462,80,445,10102
sitting,15079.9,117879,-6610,55,271,4426
sitting,4095.87,2250.05,-1080.5,20,54,165
standing,7200.48,21532,-2783,186,146,1308
standing,14156.9,135304,-9469,206,312,5731
falling,23867.2,470143,-12400,50,483,15505
falling,9437.37,39537,-1800,11,196,1885
standing,19262.6,260781,-11947,262,424,9408
falling,8200.54,11748.7,-2525.3,86,128,693
standing,7678.78,12467,-3029,10,133,803
cramps,9711.58,12594.5,-2579.86,85,136,619
cramps,8696.07,11055.3,-3199.2,29,156,654
running,18162.8,202432,-7950,61,390,7459
falling,4157.84,1932.93,-1084.97,4,63,166
cramps,11192.5,42299,-2450,28,166,1414
running,9943.07,34145,-3436.39,92,176,1922
walking,6056.62,5194.69,-1460,21,85,343
sitting,11070.1,73612.8,-5440,19,249,3630
cramps,4530.17,3294.57,-1222.36,36,71,249
standing,8164.92,10384,-2820,52,132,658
falling,22272.6,414308,-6940,68,473,14125
standing,12758.1,62379,-5684,46,237,2746
sitting,19208.4,150697,-9030,74,449,5537
cramps,25362.7,474761,-11300,52,483,15505
cramps,7107.27,4038.1,-2278.19,70,101,249
standing,10635.8,34152,-5527,66,184,1691
falling,11750.3,44735.6,-3110,46,223,2059
falling,8563.17,24941.5,-3157.75,38,157,1519
cramps,8250.17,9376.3,-2854.38,23,138,554
running,14217.3,78604.5,-7117.31,80,320,3466
cramps,8976.19,12457.1,-2441.02,57,136,619
sitting,11408.7,73530.7,-5340,26,249,3630
standing,10116.6,8766,-2512,19,138,400
cramps,8536.43,9470.7,-2953.96,100,130,490
cramps,8353.33,4602.88,-2677.06,26,131,271
sitting,5154.16,3422.31,-793.939,50,51,132
cramps,5898.7,10981.1,-1789.77,32,102,764
running,5814.6,11133.1,-1958.78,25,102,764
sitting,9758.43,20341.6,-2486.65,69,163,1162
cramps,2471.38,50.0522,-489,94,33,5
cramps,12432.4,92219.9,-4920,63,254,3885
falling,13078.1,59655.6,-5380,25,247,2754
sitting,7314.21,9476.03,-2484.88,13,123,621
cramps,9441.23,26259.5,-3367.83,29,174,1415
running,7819.98,4634.86,-2744.3,31,131,271
sitting,10329,10328.6,-2320,36,154,587
standing,13495.6,116247,-6978,48,330,4627
falling,11866.8,75220,-4350,25,249,3630
standing,5400.55,12154,-1857,10,93,842
falling,20693.5,240604,-6140,98,537,8350
cramps,8750.48,9768.44,-2735.34,15,138,554
cramps,9081.1,17122.2,-3698.56,39,183,931
sitting,12243.5,73427,-3860,29,249,3630
falling,21518.7,242311,-10500,104,537,8350
sitting,5864.34,7232.32,-1646.52,50,93,545
falling,4839.23,2999.9,-1215.28,44,67,224
cramps,11421.1,27060,-762,35,166,1111
cramps,23539.3,521716,-11394.2,143,540,18067
standing,14427.1,57684,-6588,47,302,2537
cramps,13876.3,62082.5,-2730,56,223,2822
cramps,7776.13,9537.15,-2798.49,38,138,554
cramps,2376.63,50.2179,-560,92,33,5
falling,11621.7,78331.6,-7410,40,272,3539
cramps,9189.37,13634.2,-2858.77,16,148,729
standing,13037.8,119751,-5981,48,261,4517
falling,24079.6,255885,-7840,92,537,8350
cramps,6056.15,11207,-1868.54,14,102,764
sitting,11409.7,73756.6,-5290,24,249,3630
falling,14771.1,142495,-3880,46,315,5844
standing,13504.8,62330,-7140,13,187,1928
running,7809.96,12552.2,-2775.33,88,130,694
walking,5984.86,4684.18,-1010,22,85,343
falling,5489.41,3545.77,-750.43,46,51,132
cramps,2761.39,51.7655,-388,92,33,5
sitting,3823.77,1477.82,-991.843,42,52,133
standing,11849,26594,-6014,37,192,1208
standing,10433.5,57935,-4304,23,221,2824
running,8608.3,19573.6,-2697.6,90,151,1023
falling,9408.37,27442,-2905.23,91,158,1403
standing,16159.2,113629,-7506,72,378,4731
standing,7214.29,8242,-2144,16,117,457
cramps,9021.87,28025.4,8220,29,166,1414
sitting,13711.3,47455,-2090,51,234,1581
walking,5775,4771.38,-1460,21,85,343
standing,27093,1005950,-20576,198,715,30042
falling,7224.2,15659.5,-2636.71,70,134,970
standing,6977.83,4124,-3333,47,112,292
standing,21874,98011,-7816,92,436,3305
running,9627.81,36016.8,-4600,42,196,1997
standing,29018.8,814047,-18392,186,753,20648
falling,8424.32,51426.8,-3360,36,188,2599
walking,5827.88,4772,-914,23,85,343
standing,16541.8,142461,-10712,309,387,5428
cramps,10865.9,39342.2,-3934.64,26,193,2118
running,10652,27457.8,-4406.64,56,214,1469
cramps,9789.85,26617.4,-3345.54,32,174,1415
cramps,9301.52,11334.8,-2947.54,34,156,654
sitting,6681.49,9249.31,-3308.3,16,138,554
cramps,9018.74,27898.6,-2350,19,166,1414
falling,14591.8,59810.2,-6648.95,157,305,2610
falling,13394.9,50782.6,-3440,76,234,2464
falling,24861.1,263742,-8920,102,537,8350
standing,7076.03,7333.25,-2509.39,16,122,429
sitting,11954,114599,-2330,41,235,4905
standing,13424.3,139083,-8246,150,326,6508
falling,8169.22,11978.8,-2552.44,82,128,693
falling,9660.44,39277,-2190,21,196,1885
falling,24203.2,270592,-8570,102,537,8350
cramps,8804.33,27963.6,-2819.72,94,156,1521
falling,14193.6,52252.6,-3030,34,234,2464
falling,5469.77,2774.29,-1135.92,40,67,224
sitting,5778.87,7569.3,-1883.27,77,104,457
standing,32956.9,509795,-19912,154,782,14166
cramps,14416.2,51256.1,-3710,48,234,2464
standing,13851,97433,-6459,85,270,3796
cramps,23333.9,284119,-15700,70,540,8870
cramps,9504.96,12630.1,-2512.83,88,136,619
cramps,10523,50974.9,-4556.32,120,209,2534
standing,3667.89,1830.27,-1254.23,7,63,166
standing,25488.7,674161,-23313,92,725,20240
standing,6279.92,2887,-2615,3,110,166
running,9031.34,20500.1,-3419.77,81,163,1162
standing,18386.1,305592,-11749,201,428,11269
running,9710.51,30534.6,-3177.42,117,171,1747
cramps,9046,13687.6,-2890.13,14,148,729
standing,12232,83120,-7431,41,332,3638
cramps,7303.28,4017.06,-2334.26,70,101,249
falling,4934.37,4383.61,-1344.15,21,72,340
standing,19078.9,115932,-8056,63,405,4071
cramps,10125.3,28563.3,-2570,26,194,1521
falling,13200.8,47551.1,169,45,223,2059
standing,8862.58,18382,-4782,62,164,1019
cramps,4809.19,4417.42,-1180,11,79,317
sitting,4000.39,2215.9,-1056.31,24,54,165
standing,10245.7,39694,-5506,236,191,2119
sitting,5608.82,4196.28,-1170,12,79,317
standing,7066.77,12822,-1810,12,129,808
standing,5092.22,4613,-1623,8,94,313
standing,8292.36,19094,-3691,58,162,1206
standing,8070.5,21314,-2858,22,145,1109
standing,7907.16,10368,-2517,25,144,619
standing,8921.63,16699,-3202,17,108,486
falling,21426.5,195815,-6270,68,403,6746
cramps,10703.5,10140.8,-1630,34,154,587
